Header,Data
2024/21 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/21	2,758
Centro-Oeste	Goias	2024/21	9,012
Centro-Oeste	Mato Grosso	2024/21	1,441
Centro-Oeste	Mato Grosso Do Sul	2024/21	499
Nordeste	Alagoas	2024/21	545
Nordeste	Bahia	2024/21	5,750
Nordeste	Ceara	2024/21	402
Nordeste	Maranhao	2024/21	222
Nordeste	Paraiba	2024/21	300
Nordeste	Pernambuco	2024/21	859
Nordeste	Piaui	2024/21	620
Nordeste	Rio Grande Do Norte	2024/21	336
Nordeste	Sergipe	2024/21	45
Norte	Acre	2024/21	34
Norte	Amapa	2024/21	158
Norte	Amazonas	2024/21	79
Norte	Para	2024/21	352
Norte	Rondonia	2024/21	31
Norte	Roraima	2024/21	35
Norte	Tocantins	2024/21	147
Sudeste	Espirito Santo	2024/21	3,238
Sudeste	Minas Gerais	2024/21	25,954
Sudeste	Rio De Janeiro	2024/21	4,962
Sudeste	Sao Paulo	2024/21	108,654
Sul	Parana	2024/21	21,148
Sul	Rio Grande Do Sul	2024/21	4,222
Sul	Santa Catarina	2024/21	9,981"
2024/22 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/22	1,955
Centro-Oeste	Goias	2024/22	6,211
Centro-Oeste	Mato Grosso	2024/22	822
Centro-Oeste	Mato Grosso Do Sul	2024/22	276
Nordeste	Alagoas	2024/22	557
Nordeste	Bahia	2024/22	3,825
Nordeste	Ceara	2024/22	342
Nordeste	Maranhao	2024/22	143
Nordeste	Paraiba	2024/22	224
Nordeste	Pernambuco	2024/22	826
Nordeste	Piaui	2024/22	496
Nordeste	Rio Grande Do Norte	2024/22	257
Nordeste	Sergipe	2024/22	52
Norte	Acre	2024/22	38
Norte	Amapa	2024/22	165
Norte	Amazonas	2024/22	59
Norte	Para	2024/22	271
Norte	Rondonia	2024/22	27
Norte	Roraima	2024/22	33
Norte	Tocantins	2024/22	119
Sudeste	Espirito Santo	2024/22	2,179
Sudeste	Minas Gerais	2024/22	15,144
Sudeste	Rio De Janeiro	2024/22	2,918
Sudeste	Sao Paulo	2024/22	68,753
Sul	Parana	2024/22	12,256
Sul	Rio Grande Do Sul	2024/22	3,652
Sul	Santa Catarina	2024/22	6,206"
2024/23 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/23	1,339
Centro-Oeste	Goias	2024/23	5,237
Centro-Oeste	Mato Grosso	2024/23	1,004
Centro-Oeste	Mato Grosso Do Sul	2024/23	235
Nordeste	Alagoas	2024/23	595
Nordeste	Bahia	2024/23	2,931
Nordeste	Ceara	2024/23	356
Nordeste	Maranhao	2024/23	113
Nordeste	Paraiba	2024/23	242
Nordeste	Pernambuco	2024/23	866
Nordeste	Piaui	2024/23	532
Nordeste	Rio Grande Do Norte	2024/23	233
Nordeste	Sergipe	2024/23	69
Norte	Acre	2024/23	21
Norte	Amapa	2024/23	203
Norte	Amazonas	2024/23	56
Norte	Para	2024/23	337
Norte	Rondonia	2024/23	32
Norte	Roraima	2024/23	37
Norte	Tocantins	2024/23	70
Sudeste	Espirito Santo	2024/23	1,722
Sudeste	Minas Gerais	2024/23	10,381
Sudeste	Rio De Janeiro	2024/23	2,594
Sudeste	Sao Paulo	2024/23	44,472
Sul	Parana	2024/23	7,648
Sul	Rio Grande Do Sul	2024/23	2,220
Sul	Santa Catarina	2024/23	4,466"
2024/24 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/24	851
Centro-Oeste	Goias	2024/24	4,414
Centro-Oeste	Mato Grosso	2024/24	867
Centro-Oeste	Mato Grosso Do Sul	2024/24	326
Nordeste	Alagoas	2024/24	717
Nordeste	Bahia	2024/24	2,228
Nordeste	Ceara	2024/24	372
Nordeste	Maranhao	2024/24	104
Nordeste	Paraiba	2024/24	258
Nordeste	Pernambuco	2024/24	791
Nordeste	Piaui	2024/24	436
Nordeste	Rio Grande Do Norte	2024/24	224
Nordeste	Sergipe	2024/24	65
Norte	Acre	2024/24	22
Norte	Amapa	2024/24	200
Norte	Amazonas	2024/24	48
Norte	Para	2024/24	338
Norte	Rondonia	2024/24	33
Norte	Roraima	2024/24	46
Norte	Tocantins	2024/24	59
Sudeste	Espirito Santo	2024/24	1,954
Sudeste	Minas Gerais	2024/24	7,562
Sudeste	Rio De Janeiro	2024/24	2,109
Sudeste	Sao Paulo	2024/24	40,943
Sul	Parana	2024/24	8,239
Sul	Rio Grande Do Sul	2024/24	2,794
Sul	Santa Catarina	2024/24	4,280"
2024/25 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/25	567
Centro-Oeste	Goias	2024/25	3,268
Centro-Oeste	Mato Grosso	2024/25	850
Centro-Oeste	Mato Grosso Do Sul	2024/25	242
Nordeste	Alagoas	2024/25	728
Nordeste	Bahia	2024/25	1,561
Nordeste	Ceara	2024/25	297
Nordeste	Maranhao	2024/25	108
Nordeste	Paraiba	2024/25	183
Nordeste	Pernambuco	2024/25	649
Nordeste	Piaui	2024/25	320
Nordeste	Rio Grande Do Norte	2024/25	219
Nordeste	Sergipe	2024/25	42
Norte	Acre	2024/25	20
Norte	Amapa	2024/25	206
Norte	Amazonas	2024/25	43
Norte	Para	2024/25	289
Norte	Rondonia	2024/25	34
Norte	Roraima	2024/25	31
Norte	Tocantins	2024/25	52
Sudeste	Espirito Santo	2024/25	1,694
Sudeste	Minas Gerais	2024/25	5,308
Sudeste	Rio De Janeiro	2024/25	1,728
Sudeste	Sao Paulo	2024/25	33,239
Sul	Parana	2024/25	6,701
Sul	Rio Grande Do Sul	2024/25	2,798
Sul	Santa Catarina	2024/25	3,465"
2024/26 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/26	286
Centro-Oeste	Goias	2024/26	2,530
Centro-Oeste	Mato Grosso	2024/26	587
Centro-Oeste	Mato Grosso Do Sul	2024/26	139
Nordeste	Alagoas	2024/26	599
Nordeste	Bahia	2024/26	1,364
Nordeste	Ceara	2024/26	239
Nordeste	Maranhao	2024/26	67
Nordeste	Paraiba	2024/26	193
Nordeste	Pernambuco	2024/26	686
Nordeste	Piaui	2024/26	204
Nordeste	Rio Grande Do Norte	2024/26	279
Nordeste	Sergipe	2024/26	40
Norte	Acre	2024/26	23
Norte	Amapa	2024/26	186
Norte	Amazonas	2024/26	61
Norte	Para	2024/26	272
Norte	Rondonia	2024/26	25
Norte	Roraima	2024/26	29
Norte	Tocantins	2024/26	39
Sudeste	Espirito Santo	2024/26	1,440
Sudeste	Minas Gerais	2024/26	3,751
Sudeste	Rio De Janeiro	2024/26	1,414
Sudeste	Sao Paulo	2024/26	22,405
Sul	Parana	2024/26	4,220
Sul	Rio Grande Do Sul	2024/26	1,650
Sul	Santa Catarina	2024/26	2,130"
2024/27 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/27	328
Centro-Oeste	Goias	2024/27	2,323
Centro-Oeste	Mato Grosso	2024/27	586
Centro-Oeste	Mato Grosso Do Sul	2024/27	83
Nordeste	Alagoas	2024/27	734
Nordeste	Bahia	2024/27	1,263
Nordeste	Ceara	2024/27	282
Nordeste	Maranhao	2024/27	52
Nordeste	Paraiba	2024/27	235
Nordeste	Pernambuco	2024/27	785
Nordeste	Piaui	2024/27	201
Nordeste	Rio Grande Do Norte	2024/27	310
Nordeste	Sergipe	2024/27	38
Norte	Acre	2024/27	23
Norte	Amapa	2024/27	290
Norte	Amazonas	2024/27	71
Norte	Para	2024/27	256
Norte	Rondonia	2024/27	28
Norte	Roraima	2024/27	23
Norte	Tocantins	2024/27	32
Sudeste	Espirito Santo	2024/27	1,258
Sudeste	Minas Gerais	2024/27	2,817
Sudeste	Rio De Janeiro	2024/27	1,165
Sudeste	Sao Paulo	2024/27	14,531
Sul	Parana	2024/27	2,651
Sul	Rio Grande Do Sul	2024/27	823
Sul	Santa Catarina	2024/27	1,182"
2024/28 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/28	283
Centro-Oeste	Goias	2024/28	1,655
Centro-Oeste	Mato Grosso	2024/28	391
Centro-Oeste	Mato Grosso Do Sul	2024/28	46
Nordeste	Alagoas	2024/28	781
Nordeste	Bahia	2024/28	1,118
Nordeste	Ceara	2024/28	230
Nordeste	Maranhao	2024/28	47
Nordeste	Paraiba	2024/28	188
Nordeste	Pernambuco	2024/28	585
Nordeste	Piaui	2024/28	187
Nordeste	Rio Grande Do Norte	2024/28	263
Nordeste	Sergipe	2024/28	49
Norte	Acre	2024/28	21
Norte	Amapa	2024/28	252
Norte	Amazonas	2024/28	65
Norte	Para	2024/28	238
Norte	Rondonia	2024/28	21
Norte	Roraima	2024/28	25
Norte	Tocantins	2024/28	12
Sudeste	Espirito Santo	2024/28	979
Sudeste	Minas Gerais	2024/28	1,973
Sudeste	Rio De Janeiro	2024/28	848
Sudeste	Sao Paulo	2024/28	9,872
Sul	Parana	2024/28	1,311
Sul	Rio Grande Do Sul	2024/28	347
Sul	Santa Catarina	2024/28	586"
2024/29 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/29	208
Centro-Oeste	Goias	2024/29	1,301
Centro-Oeste	Mato Grosso	2024/29	266
Centro-Oeste	Mato Grosso Do Sul	2024/29	37
Nordeste	Alagoas	2024/29	660
Nordeste	Bahia	2024/29	965
Nordeste	Ceara	2024/29	181
Nordeste	Maranhao	2024/29	29
Nordeste	Paraiba	2024/29	210
Nordeste	Pernambuco	2024/29	618
Nordeste	Piaui	2024/29	189
Nordeste	Rio Grande Do Norte	2024/29	269
Nordeste	Sergipe	2024/29	41
Norte	Acre	2024/29	21
Norte	Amapa	2024/29	266
Norte	Amazonas	2024/29	70
Norte	Para	2024/29	212
Norte	Rondonia	2024/29	21
Norte	Roraima	2024/29	14
Norte	Tocantins	2024/29	13
Sudeste	Espirito Santo	2024/29	890
Sudeste	Minas Gerais	2024/29	1,609
Sudeste	Rio De Janeiro	2024/29	866
Sudeste	Sao Paulo	2024/29	7,439
Sul	Parana	2024/29	1,034
Sul	Rio Grande Do Sul	2024/29	309
Sul	Santa Catarina	2024/29	401"
2024/30 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/30	212
Centro-Oeste	Goias	2024/30	1,219
Centro-Oeste	Mato Grosso	2024/30	301
Centro-Oeste	Mato Grosso Do Sul	2024/30	43
Nordeste	Alagoas	2024/30	635
Nordeste	Bahia	2024/30	746
Nordeste	Ceara	2024/30	144
Nordeste	Maranhao	2024/30	35
Nordeste	Paraiba	2024/30	190
Nordeste	Pernambuco	2024/30	496
Nordeste	Piaui	2024/30	155
Nordeste	Rio Grande Do Norte	2024/30	200
Nordeste	Sergipe	2024/30	37
Norte	Acre	2024/30	15
Norte	Amapa	2024/30	231
Norte	Amazonas	2024/30	57
Norte	Para	2024/30	191
Norte	Rondonia	2024/30	19
Norte	Roraima	2024/30	17
Norte	Tocantins	2024/30	9
Sudeste	Espirito Santo	2024/30	811
Sudeste	Minas Gerais	2024/30	1,095
Sudeste	Rio De Janeiro	2024/30	736
Sudeste	Sao Paulo	2024/30	6,259
Sul	Parana	2024/30	1,115
Sul	Rio Grande Do Sul	2024/30	280
Sul	Santa Catarina	2024/30	447"
2024/31 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/31	241
Centro-Oeste	Goias	2024/31	1,262
Centro-Oeste	Mato Grosso	2024/31	281
Centro-Oeste	Mato Grosso Do Sul	2024/31	51
Nordeste	Alagoas	2024/31	464
Nordeste	Bahia	2024/31	687
Nordeste	Ceara	2024/31	171
Nordeste	Maranhao	2024/31	31
Nordeste	Paraiba	2024/31	201
Nordeste	Pernambuco	2024/31	367
Nordeste	Piaui	2024/31	118
Nordeste	Rio Grande Do Norte	2024/31	225
Nordeste	Sergipe	2024/31	36
Norte	Acre	2024/31	24
Norte	Amapa	2024/31	300
Norte	Amazonas	2024/31	61
Norte	Para	2024/31	199
Norte	Rondonia	2024/31	23
Norte	Roraima	2024/31	13
Norte	Tocantins	2024/31	17
Sudeste	Espirito Santo	2024/31	668
Sudeste	Minas Gerais	2024/31	1,022
Sudeste	Rio De Janeiro	2024/31	663
Sudeste	Sao Paulo	2024/31	5,291
Sul	Parana	2024/31	859
Sul	Rio Grande Do Sul	2024/31	249
Sul	Santa Catarina	2024/31	371"
2024/32 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/32	229
Centro-Oeste	Goias	2024/32	983
Centro-Oeste	Mato Grosso	2024/32	217
Centro-Oeste	Mato Grosso Do Sul	2024/32	28
Nordeste	Alagoas	2024/32	425
Nordeste	Bahia	2024/32	599
Nordeste	Ceara	2024/32	202
Nordeste	Maranhao	2024/32	36
Nordeste	Paraiba	2024/32	215
Nordeste	Pernambuco	2024/32	374
Nordeste	Piaui	2024/32	102
Nordeste	Rio Grande Do Norte	2024/32	218
Nordeste	Sergipe	2024/32	25
Norte	Acre	2024/32	26
Norte	Amapa	2024/32	217
Norte	Amazonas	2024/32	67
Norte	Para	2024/32	195
Norte	Rondonia	2024/32	22
Norte	Roraima	2024/32	28
Norte	Tocantins	2024/32	8
Sudeste	Espirito Santo	2024/32	604
Sudeste	Minas Gerais	2024/32	851
Sudeste	Rio De Janeiro	2024/32	541
Sudeste	Sao Paulo	2024/32	4,281
Sul	Parana	2024/32	669
Sul	Rio Grande Do Sul	2024/32	158
Sul	Santa Catarina	2024/32	272"
2024/33 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/33	250
Centro-Oeste	Goias	2024/33	941
Centro-Oeste	Mato Grosso	2024/33	160
Centro-Oeste	Mato Grosso Do Sul	2024/33	27
Nordeste	Alagoas	2024/33	396
Nordeste	Bahia	2024/33	540
Nordeste	Ceara	2024/33	151
Nordeste	Maranhao	2024/33	27
Nordeste	Paraiba	2024/33	206
Nordeste	Pernambuco	2024/33	352
Nordeste	Piaui	2024/33	78
Nordeste	Rio Grande Do Norte	2024/33	187
Nordeste	Sergipe	2024/33	24
Norte	Acre	2024/33	21
Norte	Amapa	2024/33	200
Norte	Amazonas	2024/33	63
Norte	Para	2024/33	157
Norte	Rondonia	2024/33	14
Norte	Roraima	2024/33	17
Norte	Tocantins	2024/33	9
Sudeste	Espirito Santo	2024/33	547
Sudeste	Minas Gerais	2024/33	804
Sudeste	Rio De Janeiro	2024/33	464
Sudeste	Sao Paulo	2024/33	3,685
Sul	Parana	2024/33	496
Sul	Rio Grande Do Sul	2024/33	141
Sul	Santa Catarina	2024/33	200"
2024/34 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/34	220
Centro-Oeste	Goias	2024/34	851
Centro-Oeste	Mato Grosso	2024/34	152
Centro-Oeste	Mato Grosso Do Sul	2024/34	30
Nordeste	Alagoas	2024/34	308
Nordeste	Bahia	2024/34	468
Nordeste	Ceara	2024/34	126
Nordeste	Maranhao	2024/34	27
Nordeste	Paraiba	2024/34	159
Nordeste	Pernambuco	2024/34	304
Nordeste	Piaui	2024/34	79
Nordeste	Rio Grande Do Norte	2024/34	147
Nordeste	Sergipe	2024/34	37
Norte	Acre	2024/34	18
Norte	Amapa	2024/34	183
Norte	Amazonas	2024/34	69
Norte	Para	2024/34	197
Norte	Rondonia	2024/34	20
Norte	Roraima	2024/34	12
Norte	Tocantins	2024/34	7
Sudeste	Espirito Santo	2024/34	542
Sudeste	Minas Gerais	2024/34	919
Sudeste	Rio De Janeiro	2024/34	499
Sudeste	Sao Paulo	2024/34	3,264
Sul	Parana	2024/34	495
Sul	Rio Grande Do Sul	2024/34	127
Sul	Santa Catarina	2024/34	189"
2024/35 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/35	184
Centro-Oeste	Goias	2024/35	735
Centro-Oeste	Mato Grosso	2024/35	145
Centro-Oeste	Mato Grosso Do Sul	2024/35	24
Nordeste	Alagoas	2024/35	301
Nordeste	Bahia	2024/35	408
Nordeste	Ceara	2024/35	93
Nordeste	Maranhao	2024/35	32
Nordeste	Paraiba	2024/35	158
Nordeste	Pernambuco	2024/35	240
Nordeste	Piaui	2024/35	68
Nordeste	Rio Grande Do Norte	2024/35	135
Nordeste	Sergipe	2024/35	18
Norte	Acre	2024/35	16
Norte	Amapa	2024/35	130
Norte	Amazonas	2024/35	93
Norte	Para	2024/35	164
Norte	Rondonia	2024/35	15
Norte	Roraima	2024/35	21
Norte	Tocantins	2024/35	13
Sudeste	Espirito Santo	2024/35	499
Sudeste	Minas Gerais	2024/35	716
Sudeste	Rio De Janeiro	2024/35	430
Sudeste	Sao Paulo	2024/35	2,837
Sul	Parana	2024/35	380
Sul	Rio Grande Do Sul	2024/35	115
Sul	Santa Catarina	2024/35	85"
2024/36 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/36	175
Centro-Oeste	Goias	2024/36	747
Centro-Oeste	Mato Grosso	2024/36	150
Centro-Oeste	Mato Grosso Do Sul	2024/36	16
Nordeste	Alagoas	2024/36	247
Nordeste	Bahia	2024/36	387
Nordeste	Ceara	2024/36	92
Nordeste	Maranhao	2024/36	23
Nordeste	Paraiba	2024/36	154
Nordeste	Pernambuco	2024/36	281
Nordeste	Piaui	2024/36	54
Nordeste	Rio Grande Do Norte	2024/36	136
Nordeste	Sergipe	2024/36	24
Norte	Acre	2024/36	21
Norte	Amapa	2024/36	114
Norte	Amazonas	2024/36	82
Norte	Para	2024/36	138
Norte	Rondonia	2024/36	6
Norte	Roraima	2024/36	10
Norte	Tocantins	2024/36	6
Sudeste	Espirito Santo	2024/36	505
Sudeste	Minas Gerais	2024/36	826
Sudeste	Rio De Janeiro	2024/36	515
Sudeste	Sao Paulo	2024/36	3,070
Sul	Parana	2024/36	466
Sul	Rio Grande Do Sul	2024/36	134
Sul	Santa Catarina	2024/36	74"
2024/37 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/37	187
Centro-Oeste	Goias	2024/37	748
Centro-Oeste	Mato Grosso	2024/37	112
Centro-Oeste	Mato Grosso Do Sul	2024/37	23
Nordeste	Alagoas	2024/37	240
Nordeste	Bahia	2024/37	397
Nordeste	Ceara	2024/37	94
Nordeste	Maranhao	2024/37	27
Nordeste	Paraiba	2024/37	133
Nordeste	Pernambuco	2024/37	287
Nordeste	Piaui	2024/37	42
Nordeste	Rio Grande Do Norte	2024/37	122
Nordeste	Sergipe	2024/37	20
Norte	Acre	2024/37	27
Norte	Amapa	2024/37	101
Norte	Amazonas	2024/37	104
Norte	Para	2024/37	166
Norte	Rondonia	2024/37	16
Norte	Roraima	2024/37	8
Norte	Tocantins	2024/37	12
Sudeste	Espirito Santo	2024/37	435
Sudeste	Minas Gerais	2024/37	786
Sudeste	Rio De Janeiro	2024/37	583
Sudeste	Sao Paulo	2024/37	3,025
Sul	Parana	2024/37	509
Sul	Rio Grande Do Sul	2024/37	135
Sul	Santa Catarina	2024/37	78"
2024/38 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/38	173
Centro-Oeste	Goias	2024/38	666
Centro-Oeste	Mato Grosso	2024/38	138
Centro-Oeste	Mato Grosso Do Sul	2024/38	40
Nordeste	Alagoas	2024/38	239
Nordeste	Bahia	2024/38	341
Nordeste	Ceara	2024/38	81
Nordeste	Maranhao	2024/38	27
Nordeste	Paraiba	2024/38	122
Nordeste	Pernambuco	2024/38	291
Nordeste	Piaui	2024/38	31
Nordeste	Rio Grande Do Norte	2024/38	133
Nordeste	Sergipe	2024/38	11
Norte	Acre	2024/38	28
Norte	Amapa	2024/38	111
Norte	Amazonas	2024/38	70
Norte	Para	2024/38	173
Norte	Rondonia	2024/38	10
Norte	Roraima	2024/38	9
Norte	Tocantins	2024/38	14
Sudeste	Espirito Santo	2024/38	456
Sudeste	Minas Gerais	2024/38	877
Sudeste	Rio De Janeiro	2024/38	422
Sudeste	Sao Paulo	2024/38	2,875
Sul	Parana	2024/38	452
Sul	Rio Grande Do Sul	2024/38	103
Sul	Santa Catarina	2024/38	84"
2024/39 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/39	197
Centro-Oeste	Goias	2024/39	568
Centro-Oeste	Mato Grosso	2024/39	76
Centro-Oeste	Mato Grosso Do Sul	2024/39	36
Nordeste	Alagoas	2024/39	177
Nordeste	Bahia	2024/39	325
Nordeste	Ceara	2024/39	83
Nordeste	Maranhao	2024/39	19
Nordeste	Paraiba	2024/39	108
Nordeste	Pernambuco	2024/39	240
Nordeste	Piaui	2024/39	26
Nordeste	Rio Grande Do Norte	2024/39	123
Nordeste	Sergipe	2024/39	10
Norte	Acre	2024/39	35
Norte	Amapa	2024/39	96
Norte	Amazonas	2024/39	63
Norte	Para	2024/39	134
Norte	Rondonia	2024/39	8
Norte	Roraima	2024/39	14
Norte	Tocantins	2024/39	4
Sudeste	Espirito Santo	2024/39	470
Sudeste	Minas Gerais	2024/39	862
Sudeste	Rio De Janeiro	2024/39	389
Sudeste	Sao Paulo	2024/39	2,906
Sul	Parana	2024/39	491
Sul	Rio Grande Do Sul	2024/39	130
Sul	Santa Catarina	2024/39	98"
2024/40 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/40	181
Centro-Oeste	Goias	2024/40	578
Centro-Oeste	Mato Grosso	2024/40	96
Centro-Oeste	Mato Grosso Do Sul	2024/40	34
Nordeste	Alagoas	2024/40	155
Nordeste	Bahia	2024/40	245
Nordeste	Ceara	2024/40	52
Nordeste	Maranhao	2024/40	19
Nordeste	Paraiba	2024/40	104
Nordeste	Pernambuco	2024/40	218
Nordeste	Piaui	2024/40	40
Nordeste	Rio Grande Do Norte	2024/40	89
Nordeste	Sergipe	2024/40	24
Norte	Acre	2024/40	63
Norte	Amapa	2024/40	97
Norte	Amazonas	2024/40	65
Norte	Para	2024/40	128
Norte	Rondonia	2024/40	4
Norte	Roraima	2024/40	9
Norte	Tocantins	2024/40	6
Sudeste	Espirito Santo	2024/40	509
Sudeste	Minas Gerais	2024/40	897
Sudeste	Rio De Janeiro	2024/40	359
Sudeste	Sao Paulo	2024/40	2,860
Sul	Parana	2024/40	486
Sul	Rio Grande Do Sul	2024/40	114
Sul	Santa Catarina	2024/40	99"
2024/41 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/41	168
Centro-Oeste	Goias	2024/41	640
Centro-Oeste	Mato Grosso	2024/41	81
Centro-Oeste	Mato Grosso Do Sul	2024/41	37
Nordeste	Alagoas	2024/41	134
Nordeste	Bahia	2024/41	280
Nordeste	Ceara	2024/41	61
Nordeste	Maranhao	2024/41	16
Nordeste	Paraiba	2024/41	118
Nordeste	Pernambuco	2024/41	219
Nordeste	Piaui	2024/41	37
Nordeste	Rio Grande Do Norte	2024/41	125
Nordeste	Sergipe	2024/41	11
Norte	Acre	2024/41	68
Norte	Amapa	2024/41	75
Norte	Amazonas	2024/41	84
Norte	Para	2024/41	85
Norte	Rondonia	2024/41	7
Norte	Roraima	2024/41	13
Norte	Tocantins	2024/41	6
Sudeste	Espirito Santo	2024/41	442
Sudeste	Minas Gerais	2024/41	857
Sudeste	Rio De Janeiro	2024/41	355
Sudeste	Sao Paulo	2024/41	2,621
Sul	Parana	2024/41	430
Sul	Rio Grande Do Sul	2024/41	96
Sul	Santa Catarina	2024/41	109"
2024/42 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/42	155
Centro-Oeste	Goias	2024/42	637
Centro-Oeste	Mato Grosso	2024/42	82
Centro-Oeste	Mato Grosso Do Sul	2024/42	36
Nordeste	Alagoas	2024/42	118
Nordeste	Bahia	2024/42	302
Nordeste	Ceara	2024/42	65
Nordeste	Maranhao	2024/42	23
Nordeste	Paraiba	2024/42	122
Nordeste	Pernambuco	2024/42	231
Nordeste	Piaui	2024/42	42
Nordeste	Rio Grande Do Norte	2024/42	115
Nordeste	Sergipe	2024/42	15
Norte	Acre	2024/42	69
Norte	Amapa	2024/42	70
Norte	Amazonas	2024/42	77
Norte	Para	2024/42	109
Norte	Rondonia	2024/42	12
Norte	Roraima	2024/42	4
Norte	Tocantins	2024/42	7
Sudeste	Espirito Santo	2024/42	581
Sudeste	Minas Gerais	2024/42	856
Sudeste	Rio De Janeiro	2024/42	329
Sudeste	Sao Paulo	2024/42	2,947
Sul	Parana	2024/42	487
Sul	Rio Grande Do Sul	2024/42	119
Sul	Santa Catarina	2024/42	111"
