Header,Data
2024/43 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/43	202
Centro-Oeste	Goias	2024/43	754
Centro-Oeste	Mato Grosso	2024/43	98
Centro-Oeste	Mato Grosso Do Sul	2024/43	30
Nordeste	Alagoas	2024/43	98
Nordeste	Bahia	2024/43	292
Nordeste	Ceara	2024/43	54
Nordeste	Maranhao	2024/43	19
Nordeste	Paraiba	2024/43	140
Nordeste	Pernambuco	2024/43	243
Nordeste	Piaui	2024/43	37
Nordeste	Rio Grande Do Norte	2024/43	102
Nordeste	Sergipe	2024/43	10
Norte	Acre	2024/43	88
Norte	Amapa	2024/43	53
Norte	Amazonas	2024/43	91
Norte	Para	2024/43	120
Norte	Rondonia	2024/43	8
Norte	Roraima	2024/43	4
Norte	Tocantins	2024/43	12
Sudeste	Espirito Santo	2024/43	663
Sudeste	Minas Gerais	2024/43	1,025
Sudeste	Rio De Janeiro	2024/43	394
Sudeste	Sao Paulo	2024/43	2,891
Sul	Parana	2024/43	532
Sul	Rio Grande Do Sul	2024/43	113
Sul	Santa Catarina	2024/43	121"
2024/44 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/44	239
Centro-Oeste	Goias	2024/44	840
Centro-Oeste	Mato Grosso	2024/44	114
Centro-Oeste	Mato Grosso Do Sul	2024/44	38
Nordeste	Alagoas	2024/44	100
Nordeste	Bahia	2024/44	306
Nordeste	Ceara	2024/44	35
Nordeste	Maranhao	2024/44	32
Nordeste	Paraiba	2024/44	129
Nordeste	Pernambuco	2024/44	236
Nordeste	Piaui	2024/44	25
Nordeste	Rio Grande Do Norte	2024/44	134
Nordeste	Sergipe	2024/44	8
Norte	Acre	2024/44	93
Norte	Amapa	2024/44	53
Norte	Amazonas	2024/44	117
Norte	Para	2024/44	128
Norte	Rondonia	2024/44	13
Norte	Roraima	2024/44	6
Norte	Tocantins	2024/44	6
Sudeste	Espirito Santo	2024/44	610
Sudeste	Minas Gerais	2024/44	1,128
Sudeste	Rio De Janeiro	2024/44	377
Sudeste	Sao Paulo	2024/44	3,182
Sul	Parana	2024/44	600
Sul	Rio Grande Do Sul	2024/44	129
Sul	Santa Catarina	2024/44	132"
2024/45 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/45	334
Centro-Oeste	Goias	2024/45	939
Centro-Oeste	Mato Grosso	2024/45	130
Centro-Oeste	Mato Grosso Do Sul	2024/45	38
Nordeste	Alagoas	2024/45	90
Nordeste	Bahia	2024/45	336
Nordeste	Ceara	2024/45	45
Nordeste	Maranhao	2024/45	23
Nordeste	Paraiba	2024/45	117
Nordeste	Pernambuco	2024/45	231
Nordeste	Piaui	2024/45	35
Nordeste	Rio Grande Do Norte	2024/45	116
Nordeste	Sergipe	2024/45	13
Norte	Acre	2024/45	99
Norte	Amapa	2024/45	28
Norte	Amazonas	2024/45	91
Norte	Para	2024/45	146
Norte	Rondonia	2024/45	10
Norte	Roraima	2024/45	7
Norte	Tocantins	2024/45	14
Sudeste	Espirito Santo	2024/45	811
Sudeste	Minas Gerais	2024/45	1,358
Sudeste	Rio De Janeiro	2024/45	418
Sudeste	Sao Paulo	2024/45	3,168
Sul	Parana	2024/45	543
Sul	Rio Grande Do Sul	2024/45	134
Sul	Santa Catarina	2024/45	134"
2024/46 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/46	316
Centro-Oeste	Goias	2024/46	1,081
Centro-Oeste	Mato Grosso	2024/46	169
Centro-Oeste	Mato Grosso Do Sul	2024/46	33
Nordeste	Alagoas	2024/46	74
Nordeste	Bahia	2024/46	315
Nordeste	Ceara	2024/46	45
Nordeste	Maranhao	2024/46	30
Nordeste	Paraiba	2024/46	113
Nordeste	Pernambuco	2024/46	221
Nordeste	Piaui	2024/46	36
Nordeste	Rio Grande Do Norte	2024/46	98
Nordeste	Sergipe	2024/46	5
Norte	Acre	2024/46	145
Norte	Amapa	2024/46	48
Norte	Amazonas	2024/46	74
Norte	Para	2024/46	159
Norte	Rondonia	2024/46	18
Norte	Roraima	2024/46	4
Norte	Tocantins	2024/46	15
Sudeste	Espirito Santo	2024/46	855
Sudeste	Minas Gerais	2024/46	1,552
Sudeste	Rio De Janeiro	2024/46	330
Sudeste	Sao Paulo	2024/46	3,612
Sul	Parana	2024/46	588
Sul	Rio Grande Do Sul	2024/46	115
Sul	Santa Catarina	2024/46	157"
2024/47 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/47	472
Centro-Oeste	Goias	2024/47	1,449
Centro-Oeste	Mato Grosso	2024/47	222
Centro-Oeste	Mato Grosso Do Sul	2024/47	41
Nordeste	Alagoas	2024/47	70
Nordeste	Bahia	2024/47	370
Nordeste	Ceara	2024/47	79
Nordeste	Maranhao	2024/47	31
Nordeste	Paraiba	2024/47	130
Nordeste	Pernambuco	2024/47	249
Nordeste	Piaui	2024/47	30
Nordeste	Rio Grande Do Norte	2024/47	92
Nordeste	Sergipe	2024/47	10
Norte	Acre	2024/47	178
Norte	Amapa	2024/47	31
Norte	Amazonas	2024/47	133
Norte	Para	2024/47	204
Norte	Rondonia	2024/47	15
Norte	Roraima	2024/47	2
Norte	Tocantins	2024/47	24
Sudeste	Espirito Santo	2024/47	1,210
Sudeste	Minas Gerais	2024/47	2,017
Sudeste	Rio De Janeiro	2024/47	302
Sudeste	Sao Paulo	2024/47	4,501
Sul	Parana	2024/47	709
Sul	Rio Grande Do Sul	2024/47	93
Sul	Santa Catarina	2024/47	140"
2024/48 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/48	359
Centro-Oeste	Goias	2024/48	1,481
Centro-Oeste	Mato Grosso	2024/48	277
Centro-Oeste	Mato Grosso Do Sul	2024/48	41
Nordeste	Alagoas	2024/48	52
Nordeste	Bahia	2024/48	406
Nordeste	Ceara	2024/48	60
Nordeste	Maranhao	2024/48	26
Nordeste	Paraiba	2024/48	115
Nordeste	Pernambuco	2024/48	260
Nordeste	Piaui	2024/48	45
Nordeste	Rio Grande Do Norte	2024/48	110
Nordeste	Sergipe	2024/48	13
Norte	Acre	2024/48	195
Norte	Amapa	2024/48	21
Norte	Amazonas	2024/48	92
Norte	Para	2024/48	149
Norte	Rondonia	2024/48	19
Norte	Roraima	2024/48	4
Norte	Tocantins	2024/48	16
Sudeste	Espirito Santo	2024/48	1,418
Sudeste	Minas Gerais	2024/48	2,262
Sudeste	Rio De Janeiro	2024/48	374
Sudeste	Sao Paulo	2024/48	5,140
Sul	Parana	2024/48	708
Sul	Rio Grande Do Sul	2024/48	140
Sul	Santa Catarina	2024/48	144"
2024/49 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/49	404
Centro-Oeste	Goias	2024/49	1,741
Centro-Oeste	Mato Grosso	2024/49	417
Centro-Oeste	Mato Grosso Do Sul	2024/49	40
Nordeste	Alagoas	2024/49	57
Nordeste	Bahia	2024/49	427
Nordeste	Ceara	2024/49	47
Nordeste	Maranhao	2024/49	31
Nordeste	Paraiba	2024/49	122
Nordeste	Pernambuco	2024/49	217
Nordeste	Piaui	2024/49	22
Nordeste	Rio Grande Do Norte	2024/49	108
Nordeste	Sergipe	2024/49	19
Norte	Acre	2024/49	302
Norte	Amapa	2024/49	23
Norte	Amazonas	2024/49	143
Norte	Para	2024/49	182
Norte	Rondonia	2024/49	27
Norte	Roraima	2024/49	4
Norte	Tocantins	2024/49	20
Sudeste	Espirito Santo	2024/49	1,630
Sudeste	Minas Gerais	2024/49	2,502
Sudeste	Rio De Janeiro	2024/49	381
Sudeste	Sao Paulo	2024/49	6,541
Sul	Parana	2024/49	736
Sul	Rio Grande Do Sul	2024/49	125
Sul	Santa Catarina	2024/49	246"
2024/50 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/50	337
Centro-Oeste	Goias	2024/50	1,587
Centro-Oeste	Mato Grosso	2024/50	490
Centro-Oeste	Mato Grosso Do Sul	2024/50	73
Nordeste	Alagoas	2024/50	58
Nordeste	Bahia	2024/50	431
Nordeste	Ceara	2024/50	36
Nordeste	Maranhao	2024/50	34
Nordeste	Paraiba	2024/50	130
Nordeste	Pernambuco	2024/50	234
Nordeste	Piaui	2024/50	35
Nordeste	Rio Grande Do Norte	2024/50	120
Nordeste	Sergipe	2024/50	10
Norte	Acre	2024/50	429
Norte	Amapa	2024/50	19
Norte	Amazonas	2024/50	123
Norte	Para	2024/50	200
Norte	Rondonia	2024/50	22
Norte	Roraima	2024/50	4
Norte	Tocantins	2024/50	26
Sudeste	Espirito Santo	2024/50	1,833
Sudeste	Minas Gerais	2024/50	2,667
Sudeste	Rio De Janeiro	2024/50	408
Sudeste	Sao Paulo	2024/50	8,302
Sul	Parana	2024/50	819
Sul	Rio Grande Do Sul	2024/50	87
Sul	Santa Catarina	2024/50	341"
2024/51 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/51	298
Centro-Oeste	Goias	2024/51	1,352
Centro-Oeste	Mato Grosso	2024/51	588
Centro-Oeste	Mato Grosso Do Sul	2024/51	59
Nordeste	Alagoas	2024/51	54
Nordeste	Bahia	2024/51	397
Nordeste	Ceara	2024/51	37
Nordeste	Maranhao	2024/51	15
Nordeste	Paraiba	2024/51	91
Nordeste	Pernambuco	2024/51	259
Nordeste	Piaui	2024/51	18
Nordeste	Rio Grande Do Norte	2024/51	115
Nordeste	Sergipe	2024/51	13
Norte	Acre	2024/51	490
Norte	Amapa	2024/51	18
Norte	Amazonas	2024/51	99
Norte	Para	2024/51	180
Norte	Rondonia	2024/51	23
Norte	Roraima	2024/51	3
Norte	Tocantins	2024/51	23
Sudeste	Espirito Santo	2024/51	2,153
Sudeste	Minas Gerais	2024/51	2,274
Sudeste	Rio De Janeiro	2024/51	291
Sudeste	Sao Paulo	2024/51	8,312
Sul	Parana	2024/51	817
Sul	Rio Grande Do Sul	2024/51	97
Sul	Santa Catarina	2024/51	259"
2024/52 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2024/52	144
Centro-Oeste	Goias	2024/52	654
Centro-Oeste	Mato Grosso	2024/52	352
Centro-Oeste	Mato Grosso Do Sul	2024/52	34
Nordeste	Alagoas	2024/52	35
Nordeste	Bahia	2024/52	220
Nordeste	Ceara	2024/52	8
Nordeste	Maranhao	2024/52	14
Nordeste	Paraiba	2024/52	55
Nordeste	Pernambuco	2024/52	105
Nordeste	Piaui	2024/52	11
Nordeste	Rio Grande Do Norte	2024/52	51
Nordeste	Sergipe	2024/52	27
Norte	Acre	2024/52	252
Norte	Amapa	2024/52	7
Norte	Amazonas	2024/52	56
Norte	Para	2024/52	83
Norte	Rondonia	2024/52	3
Norte	Roraima	2024/52	1
Norte	Tocantins	2024/52	6
Sudeste	Espirito Santo	2024/52	1,894
Sudeste	Minas Gerais	2024/52	1,017
Sudeste	Rio De Janeiro	2024/52	153
Sudeste	Sao Paulo	2024/52	5,414
Sul	Parana	2024/52	567
Sul	Rio Grande Do Sul	2024/52	47
Sul	Santa Catarina	2024/52	221"
2025/01 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/01	393
Centro-Oeste	Goias	2025/01	1,696
Centro-Oeste	Mato Grosso	2025/01	1,031
Centro-Oeste	Mato Grosso Do Sul	2025/01	171
Nordeste	Alagoas	2025/01	66
Nordeste	Bahia	2025/01	488
Nordeste	Ceara	2025/01	71
Nordeste	Maranhao	2025/01	32
Nordeste	Paraiba	2025/01	103
Nordeste	Pernambuco	2025/01	233
Nordeste	Piaui	2025/01	40
Nordeste	Rio Grande Do Norte	2025/01	68
Nordeste	Sergipe	2025/01	30
Norte	Acre	2025/01	582
Norte	Amapa	2025/01	48
Norte	Amazonas	2025/01	162
Norte	Para	2025/01	347
Norte	Rondonia	2025/01	35
Norte	Roraima	2025/01	5
Norte	Tocantins	2025/01	39
Sudeste	Espirito Santo	2025/01	1,028
Sudeste	Minas Gerais	2025/01	3,044
Sudeste	Rio De Janeiro	2025/01	512
Sudeste	Sao Paulo	2025/01	18,673
Sul	Parana	2025/01	1,144
Sul	Rio Grande Do Sul	2025/01	141
Sul	Santa Catarina	2025/01	334"
2025/02 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/02	470
Centro-Oeste	Goias	2025/02	2,485
Centro-Oeste	Mato Grosso	2025/02	1,580
Centro-Oeste	Mato Grosso Do Sul	2025/02	230
Nordeste	Alagoas	2025/02	75
Nordeste	Bahia	2025/02	598
Nordeste	Ceara	2025/02	102
Nordeste	Maranhao	2025/02	58
Nordeste	Paraiba	2025/02	97
Nordeste	Pernambuco	2025/02	312
Nordeste	Piaui	2025/02	69
Nordeste	Rio Grande Do Norte	2025/02	94
Nordeste	Sergipe	2025/02	36
Norte	Acre	2025/02	667
Norte	Amapa	2025/02	114
Norte	Amazonas	2025/02	180
Norte	Para	2025/02	557
Norte	Rondonia	2025/02	47
Norte	Roraima	2025/02	5
Norte	Tocantins	2025/02	69
Sudeste	Espirito Santo	2025/02	1,303
Sudeste	Minas Gerais	2025/02	4,265
Sudeste	Rio De Janeiro	2025/02	599
Sudeste	Sao Paulo	2025/02	22,916
Sul	Parana	2025/02	1,462
Sul	Rio Grande Do Sul	2025/02	205
Sul	Santa Catarina	2025/02	355"
2025/03 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/03	403
Centro-Oeste	Goias	2025/03	2,525
Centro-Oeste	Mato Grosso	2025/03	2,088
Centro-Oeste	Mato Grosso Do Sul	2025/03	292
Nordeste	Alagoas	2025/03	63
Nordeste	Bahia	2025/03	677
Nordeste	Ceara	2025/03	113
Nordeste	Maranhao	2025/03	79
Nordeste	Paraiba	2025/03	109
Nordeste	Pernambuco	2025/03	323
Nordeste	Piaui	2025/03	107
Nordeste	Rio Grande Do Norte	2025/03	108
Nordeste	Sergipe	2025/03	35
Norte	Acre	2025/03	699
Norte	Amapa	2025/03	95
Norte	Amazonas	2025/03	197
Norte	Para	2025/03	741
Norte	Rondonia	2025/03	41
Norte	Roraima	2025/03	7
Norte	Tocantins	2025/03	83
Sudeste	Espirito Santo	2025/03	1,435
Sudeste	Minas Gerais	2025/03	5,544
Sudeste	Rio De Janeiro	2025/03	696
Sudeste	Sao Paulo	2025/03	26,544
Sul	Parana	2025/03	1,730
Sul	Rio Grande Do Sul	2025/03	222
Sul	Santa Catarina	2025/03	344"
2025/04 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/04	475
Centro-Oeste	Goias	2025/04	3,170
Centro-Oeste	Mato Grosso	2025/04	2,218
Centro-Oeste	Mato Grosso Do Sul	2025/04	355
Nordeste	Alagoas	2025/04	50
Nordeste	Bahia	2025/04	909
Nordeste	Ceara	2025/04	114
Nordeste	Maranhao	2025/04	108
Nordeste	Paraiba	2025/04	151
Nordeste	Pernambuco	2025/04	330
Nordeste	Piaui	2025/04	132
Nordeste	Rio Grande Do Norte	2025/04	127
Nordeste	Sergipe	2025/04	33
Norte	Acre	2025/04	806
Norte	Amapa	2025/04	149
Norte	Amazonas	2025/04	244
Norte	Para	2025/04	873
Norte	Rondonia	2025/04	50
Norte	Roraima	2025/04	12
Norte	Tocantins	2025/04	137
Sudeste	Espirito Santo	2025/04	1,308
Sudeste	Minas Gerais	2025/04	7,033
Sudeste	Rio De Janeiro	2025/04	904
Sudeste	Sao Paulo	2025/04	31,836
Sul	Parana	2025/04	2,173
Sul	Rio Grande Do Sul	2025/04	276
Sul	Santa Catarina	2025/04	415"
2025/05 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/05	483
Centro-Oeste	Goias	2025/05	3,777
Centro-Oeste	Mato Grosso	2025/05	2,217
Centro-Oeste	Mato Grosso Do Sul	2025/05	400
Nordeste	Alagoas	2025/05	58
Nordeste	Bahia	2025/05	861
Nordeste	Ceara	2025/05	126
Nordeste	Maranhao	2025/05	133
Nordeste	Paraiba	2025/05	180
Nordeste	Pernambuco	2025/05	393
Nordeste	Piaui	2025/05	143
Nordeste	Rio Grande Do Norte	2025/05	138
Nordeste	Sergipe	2025/05	47
Norte	Acre	2025/05	909
Norte	Amapa	2025/05	130
Norte	Amazonas	2025/05	242
Norte	Para	2025/05	1,072
Norte	Rondonia	2025/05	55
Norte	Roraima	2025/05	12
Norte	Tocantins	2025/05	138
Sudeste	Espirito Santo	2025/05	1,253
Sudeste	Minas Gerais	2025/05	7,201
Sudeste	Rio De Janeiro	2025/05	1,198
Sudeste	Sao Paulo	2025/05	35,779
Sul	Parana	2025/05	2,458
Sul	Rio Grande Do Sul	2025/05	283
Sul	Santa Catarina	2025/05	445"
2025/06 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/06	575
Centro-Oeste	Goias	2025/06	3,985
Centro-Oeste	Mato Grosso	2025/06	2,578
Centro-Oeste	Mato Grosso Do Sul	2025/06	474
Nordeste	Alagoas	2025/06	86
Nordeste	Bahia	2025/06	1,052
Nordeste	Ceara	2025/06	160
Nordeste	Maranhao	2025/06	188
Nordeste	Paraiba	2025/06	278
Nordeste	Pernambuco	2025/06	528
Nordeste	Piaui	2025/06	183
Nordeste	Rio Grande Do Norte	2025/06	151
Nordeste	Sergipe	2025/06	57
Norte	Acre	2025/06	881
Norte	Amapa	2025/06	95
Norte	Amazonas	2025/06	245
Norte	Para	2025/06	1,274
Norte	Rondonia	2025/06	80
Norte	Roraima	2025/06	13
Norte	Tocantins	2025/06	154
Sudeste	Espirito Santo	2025/06	1,036
Sudeste	Minas Gerais	2025/06	8,283
Sudeste	Rio De Janeiro	2025/06	1,730
Sudeste	Sao Paulo	2025/06	35,929
Sul	Parana	2025/06	2,887
Sul	Rio Grande Do Sul	2025/06	385
Sul	Santa Catarina	2025/06	522"
2025/07 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/07	569
Centro-Oeste	Goias	2025/07	4,150
Centro-Oeste	Mato Grosso	2025/07	2,344
Centro-Oeste	Mato Grosso Do Sul	2025/07	546
Nordeste	Alagoas	2025/07	91
Nordeste	Bahia	2025/07	1,125
Nordeste	Ceara	2025/07	223
Nordeste	Maranhao	2025/07	204
Nordeste	Paraiba	2025/07	350
Nordeste	Pernambuco	2025/07	607
Nordeste	Piaui	2025/07	239
Nordeste	Rio Grande Do Norte	2025/07	186
Nordeste	Sergipe	2025/07	62
Norte	Acre	2025/07	738
Norte	Amapa	2025/07	38
Norte	Amazonas	2025/07	286
Norte	Para	2025/07	1,339
Norte	Rondonia	2025/07	106
Norte	Roraima	2025/07	15
Norte	Tocantins	2025/07	233
Sudeste	Espirito Santo	2025/07	867
Sudeste	Minas Gerais	2025/07	8,982
Sudeste	Rio De Janeiro	2025/07	2,150
Sudeste	Sao Paulo	2025/07	42,336
Sul	Parana	2025/07	4,428
Sul	Rio Grande Do Sul	2025/07	540
Sul	Santa Catarina	2025/07	634"
2025/08 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/08	598
Centro-Oeste	Goias	2025/08	4,039
Centro-Oeste	Mato Grosso	2025/08	2,380
Centro-Oeste	Mato Grosso Do Sul	2025/08	613
Nordeste	Alagoas	2025/08	92
Nordeste	Bahia	2025/08	1,231
Nordeste	Ceara	2025/08	212
Nordeste	Maranhao	2025/08	269
Nordeste	Paraiba	2025/08	435
Nordeste	Pernambuco	2025/08	636
Nordeste	Piaui	2025/08	232
Nordeste	Rio Grande Do Norte	2025/08	193
Nordeste	Sergipe	2025/08	65
Norte	Acre	2025/08	759
Norte	Amapa	2025/08	46
Norte	Amazonas	2025/08	263
Norte	Para	2025/08	1,171
Norte	Rondonia	2025/08	132
Norte	Roraima	2025/08	10
Norte	Tocantins	2025/08	273
Sudeste	Espirito Santo	2025/08	897
Sudeste	Minas Gerais	2025/08	8,972
Sudeste	Rio De Janeiro	2025/08	1,968
Sudeste	Sao Paulo	2025/08	46,221
Sul	Parana	2025/08	6,199
Sul	Rio Grande Do Sul	2025/08	896
Sul	Santa Catarina	2025/08	763"
2025/09 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/09	451
Centro-Oeste	Goias	2025/09	3,241
Centro-Oeste	Mato Grosso	2025/09	1,560
Centro-Oeste	Mato Grosso Do Sul	2025/09	677
Nordeste	Alagoas	2025/09	68
Nordeste	Bahia	2025/09	1,009
Nordeste	Ceara	2025/09	150
Nordeste	Maranhao	2025/09	216
Nordeste	Paraiba	2025/09	200
Nordeste	Pernambuco	2025/09	353
Nordeste	Piaui	2025/09	217
Nordeste	Rio Grande Do Norte	2025/09	207
Nordeste	Sergipe	2025/09	59
Norte	Acre	2025/09	736
Norte	Amapa	2025/09	9
Norte	Amazonas	2025/09	253
Norte	Para	2025/09	755
Norte	Rondonia	2025/09	97
Norte	Roraima	2025/09	19
Norte	Tocantins	2025/09	194
Sudeste	Espirito Santo	2025/09	563
Sudeste	Minas Gerais	2025/09	7,435
Sudeste	Rio De Janeiro	2025/09	1,281
Sudeste	Sao Paulo	2025/09	44,674
Sul	Parana	2025/09	7,223
Sul	Rio Grande Do Sul	2025/09	1,221
Sul	Santa Catarina	2025/09	889"
2025/10 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/10	471
Centro-Oeste	Goias	2025/10	2,542
Centro-Oeste	Mato Grosso	2025/10	1,209
Centro-Oeste	Mato Grosso Do Sul	2025/10	899
Nordeste	Alagoas	2025/10	52
Nordeste	Bahia	2025/10	692
Nordeste	Ceara	2025/10	186
Nordeste	Maranhao	2025/10	127
Nordeste	Paraiba	2025/10	217
Nordeste	Pernambuco	2025/10	286
Nordeste	Piaui	2025/10	175
Nordeste	Rio Grande Do Norte	2025/10	167
Nordeste	Sergipe	2025/10	46
Norte	Acre	2025/10	603
Norte	Amapa	2025/10	5
Norte	Amazonas	2025/10	250
Norte	Para	2025/10	439
Norte	Rondonia	2025/10	28
Norte	Roraima	2025/10	18
Norte	Tocantins	2025/10	211
Sudeste	Espirito Santo	2025/10	477
Sudeste	Minas Gerais	2025/10	6,240
Sudeste	Rio De Janeiro	2025/10	1,240
Sudeste	Sao Paulo	2025/10	41,207
Sul	Parana	2025/10	8,299
Sul	Rio Grande Do Sul	2025/10	1,570
Sul	Santa Catarina	2025/10	1,410"
2025/11 ,"Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/11	273
Centro-Oeste	Goias	2025/11	831
Centro-Oeste	Mato Grosso	2025/11	540
Centro-Oeste	Mato Grosso Do Sul	2025/11	354
Nordeste	Alagoas	2025/11	14
Nordeste	Bahia	2025/11	288
Nordeste	Ceara	2025/11	97
Nordeste	Maranhao	2025/11	32
Nordeste	Paraiba	2025/11	118
Nordeste	Pernambuco	2025/11	112
Nordeste	Piaui	2025/11	49
Nordeste	Rio Grande Do Norte	2025/11	100
Nordeste	Sergipe	2025/11	18
Norte	Acre	2025/11	46
Norte	Amapa	2025/11	1
Norte	Amazonas	2025/11	97
Norte	Para	2025/11	82
Norte	Rondonia	2025/11	11
Norte	Roraima	2025/11	8
Norte	Tocantins	2025/11	165
Sudeste	Espirito Santo	2025/11	317
Sudeste	Minas Gerais	2025/11	2,389
Sudeste	Rio De Janeiro	2025/11	611
Sudeste	Sao Paulo	2025/11	18,080
Sul	Parana	2025/11	4,675
Sul	Rio Grande Do Sul	2025/11	1,245
Sul	Santa Catarina	2025/11	1,278"
!!!!!
Região|UF|Município	UF	Ano/Semana	Casos prováveis de Dengue.
Centro-Oeste	Distrito Federal	2025/11	273
Centro-Oeste	Goias	2025/11	831
Centro-Oeste	Mato Grosso	2025/11	540
Centro-Oeste	Mato Grosso Do Sul	2025/11	354
Nordeste	Alagoas	2025/11	14
Nordeste	Bahia	2025/11	288
Nordeste	Ceara	2025/11	97
Nordeste	Maranhao	2025/11	32
Nordeste	Paraiba	2025/11	118
Nordeste	Pernambuco	2025/11	112
Nordeste	Piaui	2025/11	49
Nordeste	Rio Grande Do Norte	2025/11	100
Nordeste	Sergipe	2025/11	18
Norte	Acre	2025/11	46
Norte	Amapa	2025/11	1
Norte	Amazonas	2025/11	97
Norte	Para	2025/11	82
Norte	Rondonia	2025/11	11
Norte	Roraima	2025/11	8
Norte	Tocantins	2025/11	165
Sudeste	Espirito Santo	2025/11	317
Sudeste	Minas Gerais	2025/11	2,389
Sudeste	Rio De Janeiro	2025/11	611
Sudeste	Sao Paulo	2025/11	18,080
Sul	Parana	2025/11	4,675
Sul	Rio Grande Do Sul	2025/11	1,245
Sul	Santa Catarina	2025/11	1,278